variant,N,method,predicted_return,realized_return,avg_logprob,prefix_surprise,dynamics_error,action_energy,candidate_risk_rate,candidate_diversity,blocked,accepted_count,mode_collapse,adaptive_safe_n,adaptive_allowed,family,setting,setting_value
horizon_stress,1,oracle,24.33913043478261,16.216526723225016,-1.4488503730599074,5.867170023194943,0.3926746859576398,0.21250000000000002,0.875,1.0,0.0,0.0,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,1,raw,24.33913043478261,16.216526723225016,-1.4488503730599074,5.867170023194943,0.3926746859576398,0.21250000000000002,0.875,1.0,0.0,1.0,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,1,sieve,24.33913043478261,16.216526723225016,-1.4488503730599074,5.867170023194943,0.3926746859576398,0.21250000000000002,0.875,1.0,0.875,0.125,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,16,oracle,25.415217391304353,26.83399754245998,-1.3257189811421228,4.379423508506203,0.39588440306946204,0.17187500000000006,0.9921875,1.0,0.0,0.0,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,16,raw,27.90217391304348,22.50893416116307,-1.2890739781505471,5.298142027206129,0.3727356270057866,0.18750000000000006,0.9921875,1.0,0.0,16.0,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,16,sieve,26.156521739130437,19.040760949913732,-1.0467434611959,3.6070395755412488,0.2622273593958865,0.15000000000000002,0.9921875,1.0,0.875,0.125,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,64,oracle,24.267391304347825,27.70856755606372,-1.338258339945478,5.7842320365706,0.34367511606102286,0.17812500000000003,0.994140625,1.0,0.0,0.0,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,64,raw,28.930434782608696,15.501700578846055,-1.1881938289931302,5.166275183181629,0.33429836550257624,0.17187500000000006,0.994140625,1.0,0.0,64.0,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,64,sieve,27.68695652173913,13.174217881397855,-0.7714173799298558,4.151427312100076,0.16004746747047655,0.12500000000000003,0.994140625,1.0,0.625,0.375,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
horizon_stress,128,oracle,25.869565217391305,28.191071544880018,-1.3838626133553653,5.224669699382304,0.42025541626984153,0.18437500000000007,0.9912109375,1.0,0.0,0.0,0.0,0,False,candidate_count_tail,horizon_stress,Nmax256
