variant,N,method,predicted_return,realized_return,avg_logprob,prefix_surprise,dynamics_error,action_energy,candidate_risk_rate,candidate_diversity,blocked,accepted_count,mode_collapse,adaptive_safe_n,adaptive_allowed
anti_aligned_scorer,1,oracle,12.282608695652174,11.498002250665635,-1.6863054172737935,4.900046680730207,0.3820408644534838,0.2633333333333334,1.0,1.0,0.0,0.0,0.0,0,False
anti_aligned_scorer,1,raw,12.282608695652174,11.498002250665635,-1.6863054172737935,4.900046680730207,0.3820408644534838,0.2633333333333334,1.0,1.0,0.0,1.0,0.0,0,False
anti_aligned_scorer,1,sieve,12.282608695652174,11.498002250665635,-1.6863054172737935,4.900046680730207,0.3820408644534838,0.2633333333333334,1.0,1.0,1.0,0.0,0.0,0,False
anti_aligned_scorer,2,oracle,12.928260869565216,13.332414490169521,-1.6112087291661525,5.246455438700214,0.3925092328640609,0.26833333333333337,0.9583333333333334,1.0,0.0,0.0,0.0,0,False
anti_aligned_scorer,2,raw,13.98840579710145,10.341536287089133,-1.6624500311641377,5.811270380679659,0.44546959501364736,0.2750000000000001,0.9583333333333334,1.0,0.0,2.0,0.0,0,False
anti_aligned_scorer,2,sieve,13.007971014492753,11.731324237129678,-1.5489630802238743,4.41506391630323,0.3490466151137397,0.2383333333333334,0.9583333333333334,1.0,0.9166666666666666,0.08333333333333333,0.0,0,False
anti_aligned_scorer,4,oracle,13.422463768115941,15.416412626852846,-1.6446178093548312,4.971883139487531,0.37966884803699813,0.26166666666666677,0.9895833333333334,1.0,0.0,0.0,0.0,0,False
anti_aligned_scorer,4,raw,14.29130434782609,12.565792710620366,-1.7266834081771585,5.846224064596399,0.4666865337288945,0.28166666666666673,0.9895833333333334,1.0,0.0,4.0,0.0,0,False
anti_aligned_scorer,4,sieve,13.334782608695653,11.25084045923037,-1.4992963704669098,3.937975411708905,0.3150881404912151,0.24000000000000007,0.9895833333333334,1.0,0.9583333333333334,0.041666666666666664,0.0,0,False
anti_aligned_scorer,8,oracle,12.378260869565219,15.830381864937614,-1.5918909311543186,5.290989321744636,0.4558313124244551,0.2283333333333334,0.9791666666666666,1.0,0.0,0.0,0.0,0,False
anti_aligned_scorer,8,raw,15.00072463768116,9.460425288399149,-1.7136314592053123,6.875143826603225,0.6058684194070284,0.2383333333333334,0.9791666666666666,1.0,0.0,8.0,0.0,0,False
anti_aligned_scorer,8,sieve,14.020289855072464,12.53088560847261,-1.272913355740252,3.9370624872580255,0.2627964193188647,0.19666666666666677,0.9791666666666666,1.0,0.8333333333333334,0.16666666666666666,0.0,0,False
anti_aligned_scorer,16,oracle,12.298550724637684,16.246175438747144,-1.620676690129023,5.029389391415305,0.3781174970826891,0.25000000000000006,0.984375,1.0,0.0,0.0,0.0,0,False
