variant,N,method,predicted_return,realized_return,avg_logprob,prefix_surprise,dynamics_error,action_energy,candidate_risk_rate,candidate_diversity,blocked,accepted_count,mode_signature
in_support,1,raw,17.686956521739134,16.205370986695733,-0.6439947983455809,6.659127111987645,0.05237944442457774,0.16000000000000003,1.0,1.0,0.0,1.0,"(7, 6, 5, 6, 5, 5, 5, 5, 5, 5)"
in_support,1,sieve,17.686956521739134,16.205370986695733,-0.6439947983455809,6.659127111987645,0.05237944442457774,0.16000000000000003,1.0,1.0,1.0,0.0,"(7, 6, 5, 6, 5, 5, 5, 5, 5, 5)"
in_support,1,oracle,17.686956521739134,16.205370986695733,-0.6439947983455809,6.659127111987645,0.05237944442457774,0.16000000000000003,1.0,1.0,0.0,0.0,"(7, 6, 5, 6, 5, 5, 5, 5, 5, 5)"
in_support,2,raw,13.286956521739132,13.388549148332004,-0.6342905634857663,1.7047897444836762,0.0856201874138453,0.16000000000000006,0.5,1.0,0.0,2.0,"(6, 6, 5, 5, 6, 5, 5, 6, 5, 5)"
in_support,2,sieve,13.286956521739132,13.388549148332004,-0.6342905634857663,1.7047897444836762,0.0856201874138453,0.16000000000000006,0.5,1.0,0.0,1.0,"(6, 6, 5, 5, 6, 5, 5, 6, 5, 5)"
in_support,2,oracle,13.286956521739132,13.388549148332004,-0.6342905634857663,1.7047897444836762,0.0856201874138453,0.16000000000000006,0.5,1.0,0.0,0.0,"(6, 6, 5, 5, 6, 5, 5, 6, 5, 5)"
in_support,4,raw,15.200000000000003,15.082029023899572,-1.2569377086100246,3.4858540350576472,0.21230524810324208,0.24000000000000005,0.75,1.0,0.0,4.0,"(5, 7, 7, 5, 6, 5, 5, 5, 4, 5)"
in_support,4,sieve,12.713043478260872,13.980746785048673,-0.5793428390427564,1.3891940864240537,0.06638519820177824,0.16000000000000006,0.75,1.0,0.0,1.0,"(6, 6, 6, 5, 5, 5, 5, 5, 6, 5)"
in_support,4,oracle,15.200000000000003,15.082029023899572,-1.2569377086100246,3.4858540350576472,0.21230524810324208,0.24000000000000005,0.75,1.0,0.0,0.0,"(5, 7, 7, 5, 6, 5, 5, 5, 4, 5)"
in_support,8,raw,15.96521739130435,13.756952817887393,-1.2677340337545524,3.4858540350576472,0.16243905673176037,0.24000000000000005,0.75,1.0,0.0,8.0,"(6, 6, 5, 6, 5, 7, 5, 6, 5, 5)"
in_support,8,sieve,14.626086956521743,11.286644397022766,-0.8646604003237779,3.32740186815066,0.03808442538479845,0.2000000000000001,0.75,1.0,0.0,2.0,"(5, 6, 6, 5, 6, 6, 4, 5, 5, 5)"
in_support,8,oracle,15.200000000000003,15.704815430978186,-1.2155380731614422,3.5822191191938666,0.29560791599242847,0.16000000000000003,0.75,1.0,0.0,0.0,"(7, 5, 6, 6, 5, 5, 5, 5, 5, 5)"
