variant,N,method,predicted_return,realized_return,avg_logprob,prefix_surprise,dynamics_error,action_energy,candidate_risk_rate,candidate_diversity,blocked,accepted_count,mode_collapse,adaptive_safe_n,adaptive_allowed
out_of_support,1,oracle,9.099130434782607,7.603555035027215,-1.7181139017456946,4.969945764023246,0.5119499061976172,0.24000000000000013,1.0,1.0,0.0,0.0,0.0,0,False
out_of_support,1,raw,9.099130434782607,7.603555035027215,-1.7181139017456946,4.969945764023246,0.5119499061976172,0.24000000000000013,1.0,1.0,0.0,1.0,0.0,0,False
out_of_support,1,sieve,9.099130434782607,7.603555035027215,-1.7181139017456946,4.969945764023246,0.5119499061976172,0.24000000000000013,1.0,1.0,1.0,0.0,0.0,0,False
out_of_support,4,oracle,9.443478260869565,11.08735994254836,-1.6960821762000182,4.5209376461049855,0.4553338015949275,0.2750000000000001,1.0,1.0,0.0,0.0,0.0,0,False
out_of_support,4,raw,11.26086956521739,9.571897630590751,-1.680452810509642,4.8498138036376615,0.5237599338159937,0.2700000000000001,1.0,1.0,0.0,4.0,0.0,0,False
out_of_support,4,sieve,9.921739130434782,9.362942296112736,-1.5537018947693357,3.7484955519296093,0.34860729867177404,0.23000000000000007,1.0,1.0,1.0,0.0,0.0,0,False
out_of_support,16,oracle,8.831304347826087,11.749698034600854,-1.8149395078551425,5.643476279565148,0.5500215230468123,0.34000000000000014,1.0,0.99375,0.0,0.0,0.0,0,False
out_of_support,16,raw,12.217391304347826,7.35296639998195,-1.62487078275289,4.411575076144923,0.47064896177667326,0.31500000000000006,1.0,0.99375,0.0,16.0,0.0,0,False
out_of_support,16,sieve,10.706086956521741,9.261282574484193,-1.4578199129861313,3.119180923997745,0.32799467231537216,0.20000000000000004,1.0,0.99375,1.0,0.0,0.0,0,False
out_of_support,64,oracle,9.634782608695653,12.938512707484389,-1.8312519419551048,5.2879714487397775,0.49745688804012556,0.29500000000000004,0.9984375,0.9859375,0.0,0.0,0.0,0,False
out_of_support,64,raw,12.753043478260873,6.996431968674264,-1.73742898398176,4.549158707447943,0.38054894332851996,0.275,0.9984375,0.9859375,0.0,64.0,0.0,0,False
out_of_support,64,sieve,10.591304347826087,7.836809679716187,-1.3693680227306988,3.146206073316236,0.2087885072840791,0.18000000000000002,0.9984375,0.9859375,0.9,0.1,0.0,0,False
